Unnamed: 0,Text Blocks,Timestamp,Category,Company
2330,"January 3, 2018: Is it many years, or even 30 years, before Tesla self-driving cars are safer than human drivers?",2018-01-03,public_relations,Tesla
2331,"To borrow a sentence from Tesla CEO Elon Musk: Either die peacefully, or live splendidly.",2018-01-04,public_relations,Tesla
2332,"In the 2018 Hurun Global Rich List, Tesla CEO Musk ranks first in the auto industry, with a wealth of 150 billion yuan, ranking 40th in the overall list",2018-01-09,public_relations,Tesla
2333,"According to ""Fortune"" magazine, Professor Melosh of Purdue University said that although the extreme environment of space will kill most bacteria, it does not rule out that some bacteria can survive. The Tesla sports car is approaching Mars. If there is a problem with the operation of this car and it hits Mars, and if there are living things on Mars, then the bacteria carried by Tesla may pose a threat to these living things.",2018-01-14,technical_innovation,Tesla
2334,"The new BYD Tang is coming! It is reported that the new car will be equipped with fuel and plug-in hybrid power systems, and will be unveiled at the Beijing Auto Show in April 2018. The interior will be equipped with a 90-degree rotating large screen, which has a sense of technology comparable to Tesla! (",2018-01-16,competition,Tesla
2335,"2018 hits hard, 340,000 SUVs challenge Tesla, is it really powerful or crazy?",2018-01-30,competition,Tesla
2336,"Australian residents install a 5-kilowatt photovoltaic system (A$5,500, with a lifespan of 20 years), plus a Tesla battery pack (priced at A$11,075 in 2018), and the annual cost of this system is significantly lower than the grid electricity price​",2018-02-02,cost,Tesla
2337,The annals of human exploration of the universe will write the red Tesla in 2018,2018-02-06,public_relations,Tesla
2338,Elon Musk has sent his Tesla up into the sky to find the Martians. But Huang Xinyao said that we cannot explore the inner universe of others.,2018-02-09,public_relations,Tesla
2339,"Volkswagen's latest ID Vizzion concept car: cruising range beats Tesla's Model 3 long-range battery's 310 miles, up to 413 miles",2018-02-21,competition,Tesla
2340,Are Tesla's days over? There are so many electric cars to be unveiled at this year's Geneva Motor Show,2018-02-25,competition,Tesla
2341,"Tesla recently stated in the SEC filing: ""On March 7, 2018, Eric Brandis left Tesla for personal reasons. Tesla thanks Eric for his contributions to the company. According to public information, Brandis joined Tesla in 2016 as the company's chief accountant. When Brandeis took office, Tesla was trying to acquire SolarCity, a photovoltaic power generation company, for $2.6 billion.",2018-03-07,public_relations,Tesla
2342,"Excerpted from ""Chinese and Foreign Management"" on March 6, 2018 A red Tesla sports car has landed on Mars. On February 7, Musk disclosed on social media that he had engraved six characters on the space sports car: ""Made by Human Earth"".",2018-03-21,public_relations,Tesla
2343,"""Who told you to send Tesla into space?"" Musk was angered by experts!",2018-03-22,public_relations,Tesla
2344,"IONITY, a ""super charging station"" jointly developed by BMW, Mercedes-Benz, Volkswagen and Ford, has a power of 350 KW. It is planned to build 50 charging stations in Europe by the end of 2018 and 400 by 2020. According to Tesla's official website, there are currently 1,130 Tesla super charging stations around the world. Charging service experience will become a pain point for luxury electric vehicle brands.",2018-04-05,competition,Tesla
2345,"Jaguar i-Pace, a pure electric SUV, accelerates within 4 seconds and clamors for Tesla!",2018-04-12,competition,Tesla
2346,"Remember the all-electric Rimac Concept One that broke Hammond's knee? It was once claimed to be the fastest supercar in the world. But as Tesla released the second-generation ROADSTER, Rimac Concept One lagged behind on paper data.",2018-04-23,competition,Tesla
2347,"Porsche Mission E Cross Turismo, dual-motor combined output of 600 horsepower, acceleration from 100 kilometers in 3.5 seconds, cruising range of 480 kilometers, 80% full charge in 15 minutes under fast charging mode, wireless charging through electromagnetic induction, starting price of less than 600,000 , do you still buy Tesla?",2018-05-14,competition,Tesla
2348,"Killing Tesla has almost become the imaginary enemy of every traditional car manufacturer. The Geneva Motor Show, where luxury cars gather, will inevitably ridicule it, especially pure electric vehicles will become the mainstream in the future, and the discontinuation of fuel vehicles will be the general trend. The drama of chasing and killing electric vehicles has become settled, and the 2018 Geneva Motor Show has naturally become the most ideal stage.",2018-05-21,competition,Tesla
2349,"After Tesla, Sunrun became the largest residential solar installation company in the United States.",2018-05-26,competition,Tesla
2350,"The latest increase in traffic rules in 2018, Tesla is crying",2018-06-03,public_relations,Tesla
2351,Tesla Supercharger Price Increase,2018-06-11,cost,Tesla
2352,"It is a blessing for the United States to have Musk. Not only the Mars project, not only Tesla, but even Paypal, the world's earliest online payment, was founded by Musk!",2018-06-14,public_relations,Tesla
2353,"Set a goal in 2018, build a car by the end of the year, I don’t want to think about Tesla, wait for Musk to come to China to open a factory",2018-06-22,public_relations,Tesla
2354,"The FF 91 invested by Jia Yueting, the future competitor points to Tesla MODEL X, the domestic price may exceed 2 million yuan, and the best possibility is that the first batch of new cars will be delivered by the end of 2018.",2018-06-26,competition,Tesla
2355,"Can Volkswagen, with an annual income of 230 billion euros, throw out 20 billion to beat Tesla?",2018-07-16,,Tesla
2356,"Tesla's super charging station has raised charging prices significantly, and the expansion of charging network scale is imperative",2018-08-03,cost,Tesla
2357,"Tesla has another new benefit, and rare earths may become the biggest winner",2018-08-09,,Tesla
2358,"Musk: building rockets and Tesla are the stupidest things, but I like it",2018-08-23,public_relations,Tesla
2359,"Tesla Model 3 system update (2018.10.1), added adjustable rear seat heating, improved phone key unlocking, optimized icon position arrangement, and optimized emergency braking speed range.​",2018-09-06,technical_innovation,Tesla
2360,"Tesla and NVIDIA broke up. Model 3 has already used Intel processors, and the 2018 Model S/X has also switched to Intel processors. The large-screen operation is much smoother than the old models.",2018-09-08,technical_innovation,Tesla
2361,"Tesla employees broke the news that 40% of the parts need to be repaired-Tesla’s negative news this year has been leaked continuously, it seems that the protection fee of public relations is less. If the capital chain breaks, 2018 will be the next LeEco. To use foreign language, it will be the year of Waterloo.​",2018-09-13,product,Tesla
2362,"The Tesla Model 3 earned the highest ""5-star"" safety rating in every NHTSA safety test.",2018-09-30,product,Tesla
2363,"Tesla's V9.0 version software is officially launched to Chinese users, with many benefits",2018-10-10,user_experience,Tesla
2364,The third quarter of 2018 was a historic quarter for Tesla. The 2018 third-quarter financial report released today shows that Tesla achieved revenue of more than 6.8 billion US dollars in this quarter-this is entirely dependent on the unremitting efforts of the Tesla family.,2018-10-13,sales_marketing,Tesla
2365,"When heat dissipation is not needed, the Model S can close the shutters to block external airflow, thereby reducing air resistance. The louvers on both sides of the front face are well hidden behind the hardware trim connected with the fog lamps, taking into account the air efficiency and the aesthetics of the vehicle appearance.",2018-11-11,user_experience,Tesla
2366,Tesla signed a land transfer agreement and successfully promoted the Shanghai Gigafactory project​​​​,2018-11-18,product,Tesla
2367,"As of today, Tesla owners have driven more than 1 billion miles (1.61 billion kilometers) with Autopilot on, and the total mileage of Tesla cars has reached 10 billion miles. very impressive.",2018-11-20,user_experience,Tesla
2368," There are 8 cameras surrounding the Tesla body, with a field of view of 360 degrees, and the monitoring distance of the surrounding environment can reach up to 250 meters.",2018-11-25,technical_innovation,Tesla
2369,"The HEPA air filtration system can effectively block pollen, bacteria, viruses and pollutant particles in the air from entering the interior of the car. California, USA was hit by a historic fire. Tesla owner: Fortunately, this function saved his life",2018-11-26,technical_innovation,Tesla
2370,Four newly launched super charging stations recently. Go experience the convenient charging experience of Tesla!,2018-12-27,user_experience,Tesla
2371,Now you can experience Tesla Atari games through a USB external game controller,2019-12-19,user_experience,Tesla
2372,"Gigafactory 1 is currently only 30% completed, but it is already the factory with the highest battery output in the world",2019-02-16,technical_innovation,Tesla
2373,"How is Tesla doing in the U.S. now: Model 3 sales in the U.S. hit an all-time high in Q4 2018, then entered a flat quarter of under 50,000 units in 2019",2019-03-17,sales_marketing,Tesla
2374," Model 3 Acoustic Test. To create a quiet driving experience, Tesla engineers simulated road conditions in an anechoic chamber to identify and minimize sources of vehicle noise",2019-03-29,user_experience,Tesla
2375,Tesla's Shanghai Gigafactory holds groundbreaking ceremony,2019-01-07,product,Tesla
2376,"During the Tesla Model 3 Experience Day, we had the honor to test drive the high-performance all-wheel drive version of the Tesla Model 3. The maximum power of 462 horsepower and the advantages of four-wheel drive are fully demonstrated in the acceleration experience from 100 kilometers, and the official 0-100km/h acceleration is only 3.5 seconds. Thanks to the advantages of the low center of gravity of electric vehicles, Model 3 has a cornering limit that does not match that of a car, and its state in the corner is very neutral. Although the experience is not long, it at least proves that Model 3 has excellent power and handling experience",2019-09-02,user_experience,Tesla
2377,"Tesla has opened up a new delivery model - specially delivered to the home. That is, if the conditions are met and both parties agree, Tesla employees will directly deliver the new car to the pick-up location designated by the consumer",2019-02-22,user_experience,Tesla
2378,"We launched our first Supercharger six years ago. Today, we have installed more than 12,000 superchargers at 1,400 supercharger stations around the world",2019-03-29,user_experience,Tesla
2379,"Tesla has a dog mode: set a temperature in the car that makes dogs feel comfortable, and remind passers-by not to worry about the dogs in the car",2019-03-07,user_experience,Tesla
2380,"The standard Model 3 model is officially launched in the US market, with a starting price of US$35,000​​​​",2019-03-01,cost,Tesla
2381,"I deliberately went out early in the morning to run energy consumption, 260 kilometers high speed, average speed 115km/h, half self-driving half AP, double luggage with AC, average energy consumption 16.2kWh/100km, remaining mileage after running 302km 187km. Conclusion: Under this standard, there is no real peer who dares to single out.",2019-04-30,user_experience,Tesla
2382,What makes Top Gear rave about the Model 3,2019-04-29,user_experience,Tesla
2383,This 3D reconstruction shows that the Tesla vehicle can gather a lot of depth information from just a few seconds of video captured by 8 cameras,2019-04-28,technical_innovation,Tesla
2384,"Tesla Vision uses path prediction to accurately predict how the road ahead will stretch, even around corners you can't see.",2019-04-28,technical_innovation,Tesla
2385,The Xuhui Fire Rescue Detachment is conducting an on-site inspection of the Tesla fire with an expert team. The cause of the fire is currently under investigation. The final conclusion will be announced by the Fire Rescue Detachment in time. Please do not spread rumors.​​​​,2019-04-24,public_relations,Tesla
2386,"It took 5 years for the Tesla Model S to take the second place in the United States, and it took only 10 months for the Model 3 to become the number one in the United States.",2019-05-26,sales_marketing,Tesla
2387,"Tesla is the favorite big toy of children, come to the car early in the morning to draw daddy pig, mother pig, sister pig and pig herself , because my sister is eight and she is four",2019-05-13,user_experience,Tesla
2388,"Tesla won the second place in the ""Most Popular Employers for US Engineering Graduates in 2019"" by Universum (first place SpaceX)",2019-06-08,user_experience,Tesla
2389,"As of July 2019, Tesla has more than 1,100 super charging stations and 9,600 super charging piles in the Pacific Rim region; there are more than 260 super charging stations and 1,800 super charging piles in mainland China. Let's sew!",2019-07-31,user_experience,Tesla
2390,"Model 3 not only has low wind resistance, low energy consumption, but also low down payment",2019-07-26,user_experience,Tesla
2391,"According to statistics from the U.S. regulatory agency, the VIN number registered for Tesla Model 3 has exceeded 500,000 on August 21. This also means that Model 3 is likely to become the world's highest-selling pure electric vehicle in human history.",2019-08-23,user_experience,Tesla
2392,How did everyone show their love for Tesla?,2019-09-23,user_experience,Tesla
2393,"Tesla's battery life estimate is really reliable, combined with the altitude difference. In Figure 1, we can see that there is a section where the power will increase. When driving there, there will be a long downhill of tens of kilometers, and the power will increase more and more. In the end, I drove back to Chengdu directly from Zhaotong. The whole journey was more than 500 kilometers, and there was 15% left at home, which was not much different from the estimate. A reliable battery life display can also effectively solve mileage anxiety.",2019-10-06,user_experience,Tesla
2394,"British couple have won a £105 million jackpot in the EuroMillions lottery. November 26 Winner Steve reveals wishes for three children. The older son wants his own room, the younger son wants a Tesla, and the daughter wants an iPhone.",2019-11-28,user_experience,Tesla
2395,"The function of the Tesla driving recorder is amazingly assisted, and the Qingpu Branch of the Shanghai Municipal Public Security Bureau cracked a series of cross-provincial high-speed ceramic fraud cases. little medal to wear",2019-11-27,user_experience,Tesla
2396,Congrats to Tesla team on Model 3 winning best midsize car in Germany!,2019-11-13,user_experience,Tesla
2397,"The power of Autopilot. A car owner was driving at high speed at night when a coyote ran into the driveway. After confirming the surrounding situation, Autopilot made an emergency steering at the last moment and returned to the original lane. The ""elk test"" operation not only saved a small life, but also reduced unnecessary trouble for the driver and passengers. It's hard to believe that ordinary drivers can do this kind of operation.",2019-11-04,technical_innovation,Tesla
2398,"2020 is coming, May Tesla's force be with you!",2019-12-31,public_relations,Tesla
2399,Oracle founder Larry Ellison's faith in Tesla and his buddy Elon Musk has finally paid off handsomely.,2019-07-25,public_relations,Tesla
2400,Tesla pickup or join Dubai's toughest police fleet,2019-11-29,user_experience,Tesla
2401,Tesla charges $10 a month for traffic,2019-12-08,user_experience,Tesla
2402,"Apple, Tesla accused of using African child labor",2019-12-17,public_relations,Tesla
2403,China-made Tesla exempted from vehicle purchase tax,2019-12-27,cost,Tesla
2404,Tesla Receives Ten Billion Loans from Chinese Banks,2019-12-28,macroeconomics,Tesla
2405,China-made Tesla officially delivered,2020-01-08,sales_marketing,Tesla
2406,Tesla's market value is approaching $100 billion,2020-01-15,stock,Tesla
2407,Tesla's Shanghai factory resumed work on February 10,2020-02-08,product,Tesla
2408,Tesla's German Gigafactory runs aground,2020-02-21,product,Tesla
2409,The Ministry of Industry and Information Technology interviewed Tesla,2020-03-10,public_relations,Tesla
2410,Chinese car owners want to collectively sue Tesla,2020-03-11,public_relations,Tesla
2411,Tesla is the most valuable industrial company in the United States,2020-03-12,stock,Tesla
2412,Tesla's California factory ordered to suspend production,2020-03-18,macroeconomics,Tesla
2413,Musk says Tesla may produce ventilators,2020-03-20,public_relations,Tesla
2414,Tesla to lay off 75% of U.S. workers,2020-03-27,macroeconomics,Tesla
2415,Tesla to reopen New York factory to make ventilators,2020-03-27,macroeconomics,Tesla
2416,Tesla to donate FDA-approved ventilators,2020-04-02,macroeconomics,Tesla
2417,Tesla builds ventilators out of auto parts,2020-04-07,macroeconomics,Tesla
2418,"Tesla's domestic Model 3 drops below 300,000",2020-04-30,cost,Tesla
2419,Tesla price cut,2020-05-01,cost,Tesla
2420,Tesla's market value evaporated by more than 10 billion US dollars,2020-05-02,stock,Tesla
2421,Musk's 6th child,2020-05-05,public_relations,Tesla
2422,Musk sells $40 million mansion,2020-05-05,public_relations,Tesla
2423,Musk says too many smart people work in finance and law,2020-05-08,public_relations,Tesla
2424,Musk responds to selling out material possessions,2020-05-08,public_relations,Tesla
2425,Musk says the brain-computer interface will be implanted in the human brain within a year,2020-05-09,public_relations,Tesla
2426,Tesla's Shanghai factory receives 4 billion yuan in loans,2020-05-09,macroeconomics,Tesla
2427,Tesla's U.S. factory resumes work following Shanghai model,2020-05-11,macroeconomics,Tesla
2428,Musk Questions Making Us More Want to Succeed,2020-05-31,public_relations,Tesla
2429,Musk calls for breaking up Amazon,2020-06-06,public_relations,Tesla
2430,"Tesla Autopilot will go up $1,000",2020-06-22,cost,Tesla
2431,Tesla's Chinese user data will be moved to China,2020-06-23,macroeconomics,Tesla
2432,Tesla is accused of losing control,2020-06-24,product,Tesla
2433,Musk is worth more than Jack Ma,2020-07-01,public_relations,Tesla
2434,Tesla's market cap tops $200 billion,2020-07-01,stock,Tesla
2435,Musk sells four Los Angeles properties,2020-07-03,public_relations,Tesla
2436,Musk backs Kanye West for US presidency,2020-07-06,public_relations,Tesla
2437,Tesla will launch Tequila,2020-07-07,product,Tesla
2438,Tesla gains,2020-07-13,cost,Tesla
2439,Musk will receive another $2.4 billion in rewards,2020-07-14,public_relations,Tesla
2440,More than 130 workers at Tesla's U.S. factory have been diagnosed with the new crown,2020-07-15,macroeconomics,Tesla
2441,Musk is the fifth richest man in the world,2020-07-21,public_relations,Tesla
2442,Large-scale recruitment at Tesla Shanghai factory,2020-07-28,macroeconomics,Tesla
2443,Tesla responds to refusal to deliver Model 3,2020-08-14,product,Tesla
2444,Tesla refuses to deliver Model 3 to Pinduoduo group buying owners,2020-08-14,product,Tesla
2445,Tesla Determines Pinduoduo Group Buying Constitutes Resale,2020-08-15,competition,Tesla
2446,Pinduoduo responds to Tesla's refusal to deliver Model 3,2020-08-15,public_relations,Tesla
2447,Tesla supports group buying car owners to defend their rights against Pinduoduo,2020-08-17,public_relations,Tesla
2448,Rejected car owners in Wuhan will sue Tesla,2020-08-17,public_relations,Tesla
2449,Musk is the fourth richest person in the world,2020-08-18,public_relations,Tesla
2450,Wuhan Tesla group purchase car owner picked up the car as fake news,2020-08-19,public_relations,Tesla
2451,Musk demonstrates new progress in brain-computer interface,2020-08-29,public_relations,Tesla
2452,Musk ranks third on rich list,2020-09-01,public_relations,Tesla
2453,Tesla announces it will sell $5 billion in stock,2020-09-02,stock,Tesla
2454,Tesla shares plummeted 21%,2020-09-09,stock,Tesla
2455,Tesla bans employees from saying leek,2020-09-23,public_relations,Tesla
2456,Tesla releases 4680 new battery,2020-09-23,technical_innovation,Tesla
2457,Thousands of U.S. companies follow Tesla's lead in suing Trump administration,2020-09-24,public_relations,Tesla
2458,Tesla Network Completely Outage,2020-09-24,product,Tesla
2459,Tesla Sues Trump Administration,2020-09-24,public_relations,Tesla
2460,Tesla VP responds to price cuts,2020-10-03,cost,Tesla
2461,Tesla cancels 7-day no-reason return policy,2020-10-18,user_experience,Tesla
2462,"Tesla denies Model 3 will drop to 199,000",2020-10-20,cost,Tesla
2463,China-made Tesla debuts in Europe,2020-10-21,sales_marketing,Tesla
2464,Shanghai Now Tesla Shares Cars,2020-10-24,user_experience,Tesla
2465,Honda forms alliance with Tesla,2020-11-05,sales_marketing,Tesla
2466,Tesla tequila sold out in hours,2020-11-07,sales_marketing,Tesla
2467,Tesla Tequila Bottles Are Priced 6 Times the Original Price,2020-11-08,cost,Tesla
2468,Toyota President Responds to Tesla's First Market Value,2020-11-08,stock,Tesla
2469,Tesla is working on a third-generation vaccine printer,2020-11-11,technical_innovation,Tesla
2470,Musk tested positive twice for the new crown four times,2020-11-13,public_relations,Tesla
2471,Musk is tested again for the new crown virus,2020-11-15,public_relations,Tesla
2472,Tesla added to the S&P 500 Index,2020-11-18,stock,Tesla
2473,Musk is infected with the new crown virus,2020-11-19,public_relations,Tesla
2474,Tesla responds to sunroof falling off while driving,2020-11-23,product,Tesla
2475,Musk overtakes Gates to become world's second richest man,2020-11-24,public_relations,Tesla
2476,Tesla's market value exceeds $500 billion for the first time,2020-11-25,stock,Tesla
2477,Musk praises Chang'e-5,2020-11-25,public_relations,Tesla
2478,Tesla recalls 870 imported Model X vehicles,2020-11-28,product,Tesla
2479,Musk says humans should be wary of population collapse,2020-12-03,public_relations,Tesla
2480,Tesla to sell stake,2020-12-08,stock,Tesla
2481,Tesla's market value breaks through $600 billion,2020-12-08,stock,Tesla
2482,Tesla banned from deforestation,2020-12-09,environment,Tesla
2483,Musk advises CEOs to spend less time on PowerPoint,2020-12-09,public_relations,Tesla
2484,Tesla's market capitalization exceeds the sum of the nine largest automakers,2020-12-15,stock,Tesla
2485,Tesla Superchargers open to other brands,2020-12-22,user_experience,Tesla
2486,Tesla's inclusion in the S&P 500 index fell more than 6% on the day,2020-12-22,stock,Tesla
2487,Tim Cook rejected $60 billion takeover of Tesla,2020-12-23,stock,Tesla
2488,Tesla will sue Pinwan,2020-12-27,competition,Tesla
2489,Musk wanted to sell Tesla to Apple,2020-12-27,public_relations,Tesla
2490,Musk starts renting a house,2020-12-31,public_relations,Tesla
2491,Tesla hidden door handle is frozen,2020-12-31,product,Tesla
2492,Tesla responds to Model 3 accelerating itself,2021-01-02,product,Tesla
2493,Tesla loses control and accelerates while driving,2021-01-02,product,Tesla
2494,"Domestic Tesla Model Y cuts price by nearly 150,000",2021-01-05,cost,Tesla
2495,Musk says half of his wealth is spent on Mars,2021-01-08,public_relations,Tesla
2496,Musk becomes world's richest man,2021-01-08,public_relations,Tesla
2497,Musk responds to becoming the world's richest man,2021-01-08,public_relations,Tesla
2498,Tesla's market value breaks $800 billion,2021-01-09,stock,Tesla
2499,"Tesla China denies pushing 160,000 yuan new car",2021-01-10,cost,Tesla
2500,"Man buys Tesla stock, worth tens of millions, announces retirement",2021-01-13,stock,Tesla
2501,Musk announces he has quit Facebook,2021-01-13,public_relations,Tesla
2502,Tesla responds to customer's black screen in high-speed central control,2021-01-13,product,Tesla
2503,"U.S. orders Tesla to recall 158,000 vehicles",2021-01-14,product,Tesla
2504,Tesla's first response to Model Y price cuts,2021-01-20,cost,Tesla
2505,Volkswagen CEO calls out to Musk,2021-01-21,public_relations,Tesla
2506,Musk's Twitter profile changed to Bitcoin,2021-01-29,public_relations,Tesla
2507,Musk says he will land on Mars within five and a half years,2021-02-01,public_relations,Tesla
2508,Tesla apologizes to Nanchang Power Grid,2021-02-01,public_relations,Tesla
2509,State Grid responded that the current was too high and Tesla could not start,2021-02-01,product,Tesla
2510,Xinhuanet commented on Tesla's blame-throwing response,2021-02-02,public_relations,Tesla
2511,"Over 130,000 Teslas recalled",2021-02-03,product,Tesla
2512,Musk responded that the quality of model 3 is uneven,2021-02-04,public_relations,Tesla
2513,"36,000 imported Teslas recalled",2021-02-05,product,Tesla
2514,Musk says everyone at Tesla will get stock,2021-02-09,public_relations,Tesla
2515,Tesla may support bitcoin payments,2021-02-09,stock,Tesla
2516,Tesla was interviewed by five departments,2021-02-09,public_relations,Tesla
2517,"Tesla China will launch 160,000 yuan model",2021-02-14,cost,Tesla
2518,Tesla may have earned more than $600 million from investing in Bitcoin,2021-02-18,stock,Tesla
2519,Tesla US price adjustment,2021-02-20,cost,Tesla
2520,Musk blasts Texas power grid as unreliable,2021-02-21,public_relations,Tesla
2521,Tesla's Bitcoin Profit Outpaces Selling Cars,2021-02-24,stock,Tesla
2522,Tesla shares fall below $600,2021-03-06,stock,Tesla
2523,Tesla stock crashes by a third,2021-03-09,stock,Tesla
2524,Female Tesla owner sits on the roof to defend her rights,2021-03-10,user_experience,Tesla
2525,Tesla Model 3 exempted from vehicle purchase tax,2021-03-10,cost,Tesla
2526,4S store responds to Tesla's brake failure causing rear-end collision,2021-03-10,product,Tesla
2527,Musk calls fuel cells an IQ tax,2021-03-11,public_relations,Tesla
2528,Female car owner who defends rights on Tesla car roof speaks out again,2021-03-11,user_experience,Tesla
2529,Cameras at Tesla's Shanghai factory hacked,2021-03-11,product,Tesla
2530,Tesla Responds to Woman's Rights Protection by Riding on Car Roof,2021-03-11,public_relations,Tesla
2531,Tesla Responds to Hainan Collision,2021-03-14,public_relations,Tesla
2532,Musk admits Tesla uses cameras to monitor owners,2021-03-18,public_relations,Tesla
2533,Tesla says Chinese vehicles don't have in-car cameras turned on,2021-03-19,user_experience,Tesla
2534,"Musk talks with Xue Qikun, academician of the Chinese Academy of Sciences",2021-03-20,public_relations,Tesla
2535,Musk says he won't share Chinese customer data with U.S. government,2021-03-21,public_relations,Tesla
2536,Musk says China will become the largest market for new energy vehicles,2021-03-23,public_relations,Tesla
2537,Musk praises China's carbon peak goal,2021-03-24,environment,Tesla
2538,Tesla U.S. Official Website Supports Bitcoin Payments,2021-03-24,stock,Tesla
2539,Tesla Responds to Supporting Bitcoin Payments,2021-03-24,stock,Tesla
2540,Tesla vice president says the probability of vehicle loss of control is small,2021-03-30,product,Tesla
2541,Musk responds to SpaceX starship explosion,2021-04-01,public_relations,Tesla
2542,High-definition picture of Tesla's interior camera,2021-04-06,product,Tesla
2543,Tesla responds to in-car camera issues,2021-04-07,product,Tesla
2544,Pudong Automobile Management Office responds to stop licensing Tesla,2021-04-08,public_relations,Tesla
2545,Musk released a video of monkeys playing games with their minds,2021-04-09,public_relations,Tesla
2546,Musk Beats Bezos to NASA's Moon Landing Project,2021-04-17,public_relations,Tesla
2547,Shanghai auto show Tesla female owner's car roof rights protection was dragged away,2021-04-19,user_experience,Tesla
2548,Tesla booth turned into rights protection site,2021-04-19,user_experience,Tesla
2549,2 killed as Tesla hits tree and catches fire,2021-04-19,product,Tesla
2550,Activist owner of Tesla auto show apologizes,2021-04-20,public_relations,Tesla
2551,Tesla says it will not compromise on unreasonable demands,2021-04-20,public_relations,Tesla
2552,Vice President of Tesla China Responds to Auto Show Rights Protection Incident,2021-04-20,public_relations,Tesla
2553,Police respond to out-of-control Tesla fire in Guangzhou,2021-04-21,product,Tesla
2554,Ping An Property & Casualty Responds to Refusal to Cover Tesla,2021-04-21,product,Tesla
2555,Tesla apologizes,2021-04-21,public_relations,Tesla
2556,Ping An auto insurance in some provinces and cities refuses to insure new Tesla owners,2021-04-21,public_relations,Tesla
2557,Tesla Tao Lin absent from Boao Forum for Asia,2021-04-21,public_relations,Tesla
2558,A Tesla in Nanning hangs a banner to defend its rights,2021-04-21,user_experience,Tesla
2559,City Supervision Bureau Responds to Tesla Auto Show Rights Protection,2021-04-21,user_experience,Tesla
